# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
16.15           	U               	(4.07672489e-01 4.55982974e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09226166e+00 1.68231001e+00 9.59334604e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.2            	p               	-6.69675666e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63169905e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.2            	U               	(4.07664807e-01 4.45362023e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09204932e+00 1.68201224e+00 9.59163721e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.25           	p               	-6.69652193e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63111577e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.25           	U               	(4.07657636e-01 4.34877681e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09183723e+00 1.68171639e+00 9.59393144e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.3            	p               	-6.69593488e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63092639e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.3            	U               	(4.07650963e-01 4.24530129e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09162560e+00 1.68142278e+00 9.59378051e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.35           	p               	-6.69569741e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63033403e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.35           	U               	(4.07644777e-01 4.14318577e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09141434e+00 1.68113113e+00 9.59639783e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.4            	p               	-6.69493052e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.63031867e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.4            	U               	(4.07639069e-01 4.04242888e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09120339e+00 1.68084128e+00 9.59451905e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.45           	p               	-6.69471415e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62968736e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.45           	U               	(4.07633826e-01 3.94302653e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09099153e+00 1.68055104e+00 9.59509346e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.5            	p               	-6.69416522e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62935285e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.5            	U               	(4.07629037e-01 3.84497926e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09078203e+00 1.68026584e+00 9.59914819e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.55           	p               	-6.69435103e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62830696e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.55           	U               	(4.07624693e-01 3.74827813e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09057287e+00 1.67998228e+00 9.60573680e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.6            	p               	-6.69417489e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62761161e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.6            	U               	(4.07620784e-01 3.65290760e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09036422e+00 1.67970052e+00 9.60962487e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.65           	p               	-6.69411089e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62675706e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.65           	U               	(4.07617299e-01 3.55886999e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09015595e+00 1.67942026e+00 9.61436992e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.7            	p               	-6.69393648e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62603618e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.7            	U               	(4.07614229e-01 3.46615645e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08994813e+00 1.67914151e+00 9.61828942e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.75           	p               	-6.69371852e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62531525e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.75           	U               	(4.07611562e-01 3.37476338e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08974073e+00 1.67886410e+00 9.62188068e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.8            	p               	-6.69346642e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62462778e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.8            	U               	(4.07609290e-01 3.28468251e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08953376e+00 1.67858795e+00 9.62524958e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.85           	p               	-6.69316490e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62397180e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.85           	U               	(4.07607402e-01 3.19590687e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08932726e+00 1.67831301e+00 9.62833524e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.9            	p               	-6.69291542e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62325751e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.9            	U               	(4.07605890e-01 3.10842848e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08912122e+00 1.67803915e+00 9.63188293e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
16.95           	p               	-6.69275911e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62243681e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
16.95           	U               	(4.07604744e-01 3.02223926e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08891564e+00 1.67776625e+00 9.63624468e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17              	p               	-6.69253915e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62166456e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17              	U               	(4.07603955e-01 2.93733101e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08871056e+00 1.67749429e+00 9.64018251e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.05           	p               	-6.69226469e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62093445e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.05           	U               	(4.07603514e-01 2.85369494e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08850596e+00 1.67722309e+00 9.64365623e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.1            	p               	-6.69190043e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.62027752e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.1            	U               	(4.07603412e-01 2.77131992e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08830185e+00 1.67695257e+00 9.64642750e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.15           	p               	-6.69149517e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61965058e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.15           	U               	(4.07603641e-01 2.69019629e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08809825e+00 1.67668263e+00 9.64891928e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.2            	p               	-6.69105441e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61903686e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.2            	U               	(4.07604191e-01 2.61031553e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08789523e+00 1.67641330e+00 9.65115510e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.25           	p               	-6.69042027e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61863505e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.25           	U               	(4.07605056e-01 2.53166726e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08769298e+00 1.67614478e+00 9.65207190e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.3            	p               	-6.68945285e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61852093e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.3            	U               	(4.07606226e-01 2.45424147e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08749162e+00 1.67587719e+00 9.65056200e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.35           	p               	-6.68913487e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61774520e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.35           	U               	(4.07607693e-01 2.37803156e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08729076e+00 1.67560978e+00 9.65383200e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.4            	p               	-6.68846244e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61733337e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.4            	U               	(4.07609449e-01 2.30302461e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08709069e+00 1.67534294e+00 9.65449807e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.45           	p               	-6.68781580e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61687165e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.45           	U               	(4.07611487e-01 2.22920723e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08689143e+00 1.67507657e+00 9.65550263e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.5            	p               	-6.68721818e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61634646e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.5            	U               	(4.07613792e-01 2.15663188e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08669311e+00 1.67481082e+00 9.65718105e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.55           	p               	-6.68656214e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61587541e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.55           	U               	(4.07616357e-01 2.08530216e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08649575e+00 1.67454562e+00 9.65840991e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.6            	p               	-6.68597969e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61530655e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.6            	U               	(4.07619182e-01 2.01512408e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08629943e+00 1.67428100e+00 9.66026744e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.65           	p               	-6.68518775e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61494781e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.65           	U               	(4.07622261e-01 1.94608177e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08610411e+00 1.67401683e+00 9.66038769e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.7            	p               	-6.68443033e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61454076e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.7            	U               	(4.07625586e-01 1.87816634e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08590984e+00 1.67375308e+00 9.66085821e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.75           	p               	-6.68340913e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61438239e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.75           	U               	(4.07629150e-01 1.81136528e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08571675e+00 1.67348988e+00 9.65931996e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.8            	p               	-6.68278087e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61382732e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.8            	U               	(4.07632947e-01 1.74566733e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08552466e+00 1.67322683e+00 9.66073910e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.85           	p               	-6.68169684e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61369769e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.85           	U               	(4.07636969e-01 1.68106362e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08533391e+00 1.67296443e+00 9.65889126e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.9            	p               	-6.68063793e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61356335e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.9            	U               	(4.07641209e-01 1.61753689e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08514446e+00 1.67270255e+00 9.65715342e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
17.95           	p               	-6.67960135e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61339985e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
17.95           	U               	(4.07645661e-01 1.55507716e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08495639e+00 1.67244120e+00 9.65563669e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18              	p               	-6.67888723e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61287027e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18              	U               	(4.07650318e-01 1.49367656e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08476956e+00 1.67218012e+00 9.65667205e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.05           	p               	-6.67777433e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61274284e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.05           	U               	(4.07655174e-01 1.43331800e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08458420e+00 1.67191962e+00 9.65464542e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.1            	p               	-6.67668538e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61261216e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.1            	U               	(4.07660222e-01 1.37398886e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08440038e+00 1.67165973e+00 9.65286209e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.15           	p               	-6.67598534e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61205696e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.15           	U               	(4.07665456e-01 1.31567658e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08421803e+00 1.67140028e+00 9.65415378e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.2            	p               	-6.67541979e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61136550e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.2            	U               	(4.07670871e-01 1.25837126e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08403734e+00 1.67114155e+00 9.65694453e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.25           	p               	-6.67508183e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.61044039e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.25           	U               	(4.07676459e-01 1.20205958e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08385824e+00 1.67088335e+00 9.66135449e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.3            	p               	-6.67448243e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60976044e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.3            	U               	(4.07682215e-01 1.14673342e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08368091e+00 1.67062596e+00 9.66398813e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.35           	p               	-6.67341753e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60955863e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.35           	U               	(4.07688133e-01 1.09237469e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08350539e+00 1.67036938e+00 9.66256310e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.4            	p               	-6.67278345e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60889060e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.4            	U               	(4.07694207e-01 1.03897701e-04 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08333161e+00 1.67011350e+00 9.66473756e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.45           	p               	-6.67197004e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60843115e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.45           	U               	(4.07700432e-01 9.86525252e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08315977e+00 1.66985860e+00 9.66558667e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.5            	p               	-6.67139279e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60770620e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.5            	U               	(4.07706802e-01 9.35012476e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08298985e+00 1.66960462e+00 9.66839920e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.55           	p               	-6.67063090e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60715150e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.55           	U               	(4.07713310e-01 8.84428100e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08282191e+00 1.66935167e+00 9.66965327e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.6            	p               	-6.66992103e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60656814e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.6            	U               	(4.07719952e-01 8.34766007e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08265602e+00 1.66909982e+00 9.67145434e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.65           	p               	-6.66928260e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60590875e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.65           	U               	(4.07726722e-01 7.86005630e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08249225e+00 1.66884921e+00 9.67390130e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.7            	p               	-6.66887060e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60498466e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
18.7            	U               	(4.07733617e-01 7.38132494e-05 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08233053e+00 1.66859969e+00 9.67803948e-19)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)
18.75           	p               	-6.66823392e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.60430589e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
